Nr_Pairs = 50
Nr_NDD = 0
(0,26), 0.2, 1
(1,3), 0.2, 1
(2,29), 0.2, 1
(2,47), 0.2, 1
(3,8), 0.2, 1
(3,11), 0.2, 1
(3,35), 0.2, 1
(4,31), 0.2, 1
(4,38), 0.2, 1
(6,30), 0.2, 1
(8,1), 0.2, 1
(9,44), 0.2, 1
(9,49), 0.2, 1
(10,12), 0.2, 1
(10,23), 0.2, 1
(10,47), 0.2, 1
(11,32), 0.2, 1
(12,21), 0.2, 1
(12,48), 0.2, 1
(15,32), 0.2, 1
(17,9), 0.2, 1
(17,18), 0.2, 1
(18,36), 0.2, 1
(19,2), 0.2, 1
(21,10), 0.2, 1
(23,10), 0.2, 1
(24,11), 0.2, 1
(24,33), 0.2, 1
(26,0), 0.2, 1
(26,12), 0.2, 1
(29,45), 0.2, 1
(30,6), 0.2, 1
(30,39), 0.2, 1
(31,36), 0.2, 1
(31,38), 0.2, 1
(32,3), 0.2, 1
(32,11), 0.2, 1
(32,15), 0.2, 1
(32,24), 0.2, 1
(33,24), 0.2, 1
(35,1), 0.2, 1
(35,42), 0.2, 1
(36,17), 0.2, 1
(36,18), 0.2, 1
(36,31), 0.2, 1
(38,4), 0.2, 1
(38,40), 0.2, 1
(39,30), 0.2, 1
(40,31), 0.2, 1
(40,38), 0.2, 1
(40,45), 0.2, 1
(42,35), 0.2, 1
(42,46), 0.2, 1
(44,17), 0.2, 1
(45,2), 0.2, 1
(45,29), 0.2, 1
(45,40), 0.2, 1
(46,42), 0.2, 1
(47,19), 0.2, 1
(47,23), 0.2, 1
(48,26), 0.2, 1
(49,9), 0.2, 1
Objective Value = 21.57
Computation Time = 7237
Nr Scenarios = 100
Nr Test = 62
