Nr_Pairs = 50
Nr_NDD = 0
(0,24), 0.2, 1
(1,14), 0.2, 1
(1,30), 0.2, 1
(2,4), 0.2, 1
(3,20), 0.2, 1
(4,2), 0.2, 1
(4,20), 0.2, 1
(4,42), 0.2, 1
(6,18), 0.2, 1
(6,31), 0.2, 1
(6,44), 0.2, 1
(7,35), 0.2, 1
(9,14), 0.2, 1
(9,47), 0.2, 1
(10,23), 0.2, 1
(11,17), 0.2, 1
(12,1), 0.2, 1
(12,27), 0.2, 1
(13,31), 0.2, 1
(14,9), 0.2, 1
(14,12), 0.2, 1
(14,37), 0.2, 1
(14,47), 0.2, 1
(15,32), 0.2, 1
(17,11), 0.2, 1
(18,6), 0.2, 1
(18,13), 0.2, 1
(18,21), 0.2, 1
(18,46), 0.2, 1
(19,30), 0.2, 1
(19,47), 0.2, 1
(20,3), 0.2, 1
(20,4), 0.2, 1
(20,28), 0.2, 1
(20,49), 0.2, 1
(21,18), 0.2, 1
(22,34), 0.2, 1
(22,45), 0.2, 1
(23,10), 0.2, 1
(23,15), 0.2, 1
(23,24), 0.2, 1
(23,32), 0.2, 1
(23,38), 0.2, 1
(24,0), 0.2, 1
(24,23), 0.2, 1
(24,34), 0.2, 1
(24,47), 0.2, 1
(27,14), 0.2, 1
(27,22), 0.2, 1
(27,24), 0.2, 1
(27,40), 0.2, 1
(28,20), 0.2, 1
(28,32), 0.2, 1
(30,12), 0.2, 1
(30,19), 0.2, 1
(30,33), 0.2, 1
(30,38), 0.2, 1
(31,18), 0.2, 1
(31,44), 0.2, 1
(32,23), 0.2, 1
(32,28), 0.2, 1
(33,30), 0.2, 1
(34,27), 0.2, 1
(35,7), 0.2, 1
(35,38), 0.2, 1
(35,39), 0.2, 1
(37,14), 0.2, 1
(38,23), 0.2, 1
(38,30), 0.2, 1
(38,35), 0.2, 1
(39,35), 0.2, 1
(39,44), 0.2, 1
(40,34), 0.2, 1
(40,43), 0.2, 1
(42,4), 0.2, 1
(43,40), 0.2, 1
(44,6), 0.2, 1
(44,39), 0.2, 1
(45,22), 0.2, 1
(46,18), 0.2, 1
(47,9), 0.2, 1
(47,14), 0.2, 1
(47,19), 0.2, 1
(47,27), 0.2, 1
(49,20), 0.2, 1
Objective Value = 3.62
Computation Time = 0
Nr Scenarios = 50
Nr Test = 85
